Date;Latitude;Longitude;tasAdjust
19510408;43.56690;1.39783;11.65
19510409;43.56690;1.39783;15.98
19510410;43.56690;1.39783;15.63
19510411;43.56690;1.39783;14.18
19510412;43.56690;1.39783;13.30
19510413;43.56690;1.39783;13.91
19510414;43.56690;1.39783;15.55
19510415;43.56690;1.39783;13.69
19510416;43.56690;1.39783;11.64
19510417;43.56690;1.39783;11.23
19510418;43.56690;1.39783;10.12
19510419;43.56690;1.39783;6.03
19510420;43.56690;1.39783;6.41
19510421;43.56690;1.39783;7.64
19510422;43.56690;1.39783;8.70
19510423;43.56690;1.39783;8.00
19510424;43.56690;1.39783;6.79
19510425;43.56690;1.39783;7.98
19510426;43.56690;1.39783;11.93
19510427;43.56690;1.39783;11.96
19510428;43.56690;1.39783;13.56
19510429;43.56690;1.39783;14.50
19510430;43.56690;1.39783;18.87
19510501;43.56690;1.39783;19.23
19510502;43.56690;1.39783;17.83
19510503;43.56690;1.39783;16.39
19510504;43.56690;1.39783;13.58
19510505;43.56690;1.39783;11.23
19510506;43.56690;1.39783;13.48
19510507;43.56690;1.39783;16.73
19510508;43.56690;1.39783;13.93
19510509;43.56690;1.39783;12.65
19510510;43.56690;1.39783;13.18
19510511;43.56690;1.39783;13.83
19510512;43.56690;1.39783;16.75
19510513;43.56690;1.39783;17.11
19510514;43.56690;1.39783;18.40
19510515;43.56690;1.39783;13.99
19510516;43.56690;1.39783;15.28
19510517;43.56690;1.39783;17.60
19510518;43.56690;1.39783;18.62
19510519;43.56690;1.39783;18.30
19510520;43.56690;1.39783;19.99
19510521;43.56690;1.39783;20.67
19510522;43.56690;1.39783;19.97
19510523;43.56690;1.39783;19.45
19510524;43.56690;1.39783;21.11
19510525;43.56690;1.39783;12.52
19510526;43.56690;1.39783;11.89
19510527;43.56690;1.39783;10.78
19510528;43.56690;1.39783;12.02
19510529;43.56690;1.39783;12.50
19510530;43.56690;1.39783;15.68
19510531;43.56690;1.39783;17.13
19510601;43.56690;1.39783;18.81
19510602;43.56690;1.39783;17.59
19510603;43.56690;1.39783;15.32
19510604;43.56690;1.39783;14.59
19510605;43.56690;1.39783;14.38
19510606;43.56690;1.39783;16.42
19510607;43.56690;1.39783;16.33
19510608;43.56690;1.39783;17.70
19510609;43.56690;1.39783;18.23
19510610;43.56690;1.39783;19.88
19510611;43.56690;1.39783;19.49
19510612;43.56690;1.39783;20.62
19510613;43.56690;1.39783;20.57
19510614;43.56690;1.39783;21.52
19510615;43.56690;1.39783;22.08
19510616;43.56690;1.39783;21.82
19510617;43.56690;1.39783;21.22
19510618;43.56690;1.39783;19.43
19510619;43.56690;1.39783;19.46
19510620;43.56690;1.39783;20.75
19510621;43.56690;1.39783;21.17
19510622;43.56690;1.39783;21.82
19510623;43.56690;1.39783;20.17
19510624;43.56690;1.39783;20.30
19510625;43.56690;1.39783;22.39
19510626;43.56690;1.39783;26.36
19510627;43.56690;1.39783;22.79
19510628;43.56690;1.39783;21.45
19510629;43.56690;1.39783;21.83
19510630;43.56690;1.39783;21.56
19510701;43.56690;1.39783;21.60
19510702;43.56690;1.39783;24.27
19510703;43.56690;1.39783;27.30
19510704;43.56690;1.39783;29.54
19510705;43.56690;1.39783;27.75
19510706;43.56690;1.39783;22.31
19510707;43.56690;1.39783;22.36
19510708;43.56690;1.39783;24.35
19510709;43.56690;1.39783;25.97
19510710;43.56690;1.39783;22.81
19510711;43.56690;1.39783;18.04
19510712;43.56690;1.39783;19.21
19510713;43.56690;1.39783;22.12
19510714;43.56690;1.39783;23.26
19510715;43.56690;1.39783;22.28
19510716;43.56690;1.39783;22.63
19510717;43.56690;1.39783;23.44
19510718;43.56690;1.39783;25.15
19510719;43.56690;1.39783;26.06
19510720;43.56690;1.39783;26.55
19510721;43.56690;1.39783;26.45
19510722;43.56690;1.39783;24.84
19510723;43.56690;1.39783;25.45
19510724;43.56690;1.39783;29.01
19510725;43.56690;1.39783;28.21
19510726;43.56690;1.39783;28.91
19510727;43.56690;1.39783;29.06
19510728;43.56690;1.39783;20.63
19510729;43.56690;1.39783;19.25
19510730;43.56690;1.39783;18.98
19510731;43.56690;1.39783;19.29
19510801;43.56690;1.39783;19.60
19510802;43.56690;1.39783;21.93
19510803;43.56690;1.39783;25.32
19510804;43.56690;1.39783;26.46
19510805;43.56690;1.39783;27.35
19510806;43.56690;1.39783;28.08
19510807;43.56690;1.39783;28.85
19510808;43.56690;1.39783;26.33
19510809;43.56690;1.39783;26.29
19510810;43.56690;1.39783;28.76
19510811;43.56690;1.39783;30.01
19510812;43.56690;1.39783;29.64
19510813;43.56690;1.39783;27.26
19510814;43.56690;1.39783;22.95
19510815;43.56690;1.39783;21.46
19510816;43.56690;1.39783;22.47
19510817;43.56690;1.39783;20.03
19510818;43.56690;1.39783;21.21
19510819;43.56690;1.39783;23.61
19510820;43.56690;1.39783;20.50
19510821;43.56690;1.39783;20.45
19510822;43.56690;1.39783;21.28
19510823;43.56690;1.39783;21.96
19510824;43.56690;1.39783;21.77
19510825;43.56690;1.39783;21.32
19510826;43.56690;1.39783;19.80
19510827;43.56690;1.39783;22.31
19510828;43.56690;1.39783;22.76
19510829;43.56690;1.39783;24.26
19510830;43.56690;1.39783;25.13
19510831;43.56690;1.39783;20.23
19510901;43.56690;1.39783;16.95
19510902;43.56690;1.39783;17.71
19510903;43.56690;1.39783;19.08
19510904;43.56690;1.39783;20.26
19510905;43.56690;1.39783;19.59
19510906;43.56690;1.39783;19.77
19510907;43.56690;1.39783;18.66
19510908;43.56690;1.39783;19.29
19510909;43.56690;1.39783;18.30
19510910;43.56690;1.39783;18.12
19510911;43.56690;1.39783;19.38
19510912;43.56690;1.39783;21.46
19510913;43.56690;1.39783;18.35
19510914;43.56690;1.39783;15.36
19510915;43.56690;1.39783;15.93
19510916;43.56690;1.39783;15.48
19510917;43.56690;1.39783;15.50
19510918;43.56690;1.39783;16.61
19510919;43.56690;1.39783;16.63
19510920;43.56690;1.39783;15.53
19510921;43.56690;1.39783;14.71
19510922;43.56690;1.39783;15.90
19510923;43.56690;1.39783;17.55
19510924;43.56690;1.39783;15.44
19510925;43.56690;1.39783;13.47
19510926;43.56690;1.39783;15.06
19510927;43.56690;1.39783;15.80
19510928;43.56690;1.39783;16.05
19510929;43.56690;1.39783;16.29
19510930;43.56690;1.39783;15.11
19511001;43.56690;1.39783;14.24
19511002;43.56690;1.39783;14.37
19511003;43.56690;1.39783;14.42
19511004;43.56690;1.39783;14.04
19511005;43.56690;1.39783;13.74
19511006;43.56690;1.39783;14.01
19511007;43.56690;1.39783;13.92
19511008;43.56690;1.39783;11.17
19511009;43.56690;1.39783;15.13
19511010;43.56690;1.39783;13.28
19511011;43.56690;1.39783;12.18
19511012;43.56690;1.39783;13.81
19511013;43.56690;1.39783;12.55
19511014;43.56690;1.39783;12.03
19511015;43.56690;1.39783;13.68
19511016;43.56690;1.39783;17.65
19511017;43.56690;1.39783;15.08
19511018;43.56690;1.39783;11.58
19511019;43.56690;1.39783;12.33
19511020;43.56690;1.39783;15.60
19511021;43.56690;1.39783;19.83
19511022;43.56690;1.39783;15.73
19511023;43.56690;1.39783;13.79
19511024;43.56690;1.39783;14.31
19511025;43.56690;1.39783;17.39
19511026;43.56690;1.39783;14.20
19511027;43.56690;1.39783;16.41
19511028;43.56690;1.39783;17.34
19511029;43.56690;1.39783;16.30
19511030;43.56690;1.39783;16.57
19511031;43.56690;1.39783;16.88
19511101;43.56690;1.39783;16.02
19511102;43.56690;1.39783;16.67
19511103;43.56690;1.39783;15.71
19511104;43.56690;1.39783;12.88
19511105;43.56690;1.39783;11.79
19511106;43.56690;1.39783;10.99
19511107;43.56690;1.39783;15.54
19511108;43.56690;1.39783;16.14
19511109;43.56690;1.39783;15.17
19511110;43.56690;1.39783;16.49
19511111;43.56690;1.39783;16.90
19511112;43.56690;1.39783;17.77
19511113;43.56690;1.39783;12.92
19511114;43.56690;1.39783;10.99
19511115;43.56690;1.39783;13.87
19511116;43.56690;1.39783;17.50
19511117;43.56690;1.39783;17.82
19511118;43.56690;1.39783;11.24
19511119;43.56690;1.39783;7.58
19511120;43.56690;1.39783;8.52
19511121;43.56690;1.39783;8.58
19511122;43.56690;1.39783;7.33
19511123;43.56690;1.39783;2.43
19511124;43.56690;1.39783;2.13
19511125;43.56690;1.39783;7.96
19511126;43.56690;1.39783;7.36
19511127;43.56690;1.39783;7.47
19511128;43.56690;1.39783;5.43
19511129;43.56690;1.39783;8.42
19511130;43.56690;1.39783;9.40
19511201;43.56690;1.39783;7.72
19511202;43.56690;1.39783;4.04
19511203;43.56690;1.39783;4.83
19511204;43.56690;1.39783;2.65
19511205;43.56690;1.39783;2.95
19511206;43.56690;1.39783;6.48
19511207;43.56690;1.39783;9.43
19511208;43.56690;1.39783;9.39
19511209;43.56690;1.39783;7.08
19511210;43.56690;1.39783;6.14
19511211;43.56690;1.39783;8.10
19511212;43.56690;1.39783;10.30
19511213;43.56690;1.39783;10.60
19511214;43.56690;1.39783;7.51
19511215;43.56690;1.39783;5.63
19511216;43.56690;1.39783;7.97
19511217;43.56690;1.39783;7.10
19511218;43.56690;1.39783;6.45
19511219;43.56690;1.39783;7.59
19511220;43.56690;1.39783;6.12
19511221;43.56690;1.39783;6.67
19511222;43.56690;1.39783;5.90
19511223;43.56690;1.39783;-0.08
19511224;43.56690;1.39783;-0.62
19511225;43.56690;1.39783;1.24
19511226;43.56690;1.39783;0.46
19511227;43.56690;1.39783;4.76
19511228;43.56690;1.39783;7.72
19511229;43.56690;1.39783;6.63
19511230;43.56690;1.39783;7.08
19511231;43.56690;1.39783;7.26
19520101;43.56690;1.39783;4.36
19520102;43.56690;1.39783;4.28
19520103;43.56690;1.39783;5.36
19520104;43.56690;1.39783;6.05
19520105;43.56690;1.39783;2.45
19520106;43.56690;1.39783;-0.88
19520107;43.56690;1.39783;4.93
19520108;43.56690;1.39783;6.12
19520109;43.56690;1.39783;6.02
19520110;43.56690;1.39783;4.67
19520111;43.56690;1.39783;5.47
19520112;43.56690;1.39783;6.46
19520113;43.56690;1.39783;10.55
19520114;43.56690;1.39783;11.99
19520115;43.56690;1.39783;11.66
19520116;43.56690;1.39783;9.09
19520117;43.56690;1.39783;8.02
19520118;43.56690;1.39783;5.38
19520119;43.56690;1.39783;8.25
19520120;43.56690;1.39783;5.39
19520121;43.56690;1.39783;5.89
19520122;43.56690;1.39783;6.24
19520123;43.56690;1.39783;6.60
19520124;43.56690;1.39783;7.66
19520125;43.56690;1.39783;9.05
19520126;43.56690;1.39783;7.03
19520127;43.56690;1.39783;6.55
19520128;43.56690;1.39783;8.45
19520129;43.56690;1.39783;7.64
19520130;43.56690;1.39783;5.93
19520131;43.56690;1.39783;2.09
19520201;43.56690;1.39783;3.37
19520202;43.56690;1.39783;3.99
19520203;43.56690;1.39783;4.94
19520204;43.56690;1.39783;2.29
19520205;43.56690;1.39783;3.32
19520206;43.56690;1.39783;4.26
19520207;43.56690;1.39783;1.88
19520208;43.56690;1.39783;4.08
19520209;43.56690;1.39783;2.20
19520210;43.56690;1.39783;1.27
19520211;43.56690;1.39783;1.96
19520212;43.56690;1.39783;1.00
19520213;43.56690;1.39783;0.14
19520214;43.56690;1.39783;2.11
19520215;43.56690;1.39783;7.03
19520216;43.56690;1.39783;5.17
19520217;43.56690;1.39783;8.46
19520218;43.56690;1.39783;10.20
19520219;43.56690;1.39783;9.62
19520220;43.56690;1.39783;8.58
19520221;43.56690;1.39783;7.41
19520222;43.56690;1.39783;10.08
19520223;43.56690;1.39783;12.02
19520224;43.56690;1.39783;7.39
19520225;43.56690;1.39783;4.29
19520226;43.56690;1.39783;4.23
19520227;43.56690;1.39783;5.97
19520228;43.56690;1.39783;6.90
19520229;43.56690;1.39783;8.07
19520301;43.56690;1.39783;7.67
19520302;43.56690;1.39783;6.63
19520303;43.56690;1.39783;6.93
19520304;43.56690;1.39783;8.53
19520305;43.56690;1.39783;9.10
19520306;43.56690;1.39783;7.37
19520307;43.56690;1.39783;8.24
19520308;43.56690;1.39783;9.56
19520309;43.56690;1.39783;9.03
19520310;43.56690;1.39783;5.31
19520311;43.56690;1.39783;4.91
19520312;43.56690;1.39783;9.48
19520313;43.56690;1.39783;9.80
19520314;43.56690;1.39783;11.11
19520315;43.56690;1.39783;11.90
19520316;43.56690;1.39783;12.14
19520317;43.56690;1.39783;11.30
19520318;43.56690;1.39783;10.38
19520319;43.56690;1.39783;7.68
19520320;43.56690;1.39783;7.25
19520321;43.56690;1.39783;9.83
19520322;43.56690;1.39783;5.37
19520323;43.56690;1.39783;3.75
19520324;43.56690;1.39783;7.80
19520325;43.56690;1.39783;10.17
19520326;43.56690;1.39783;10.26
19520327;43.56690;1.39783;12.23
19520328;43.56690;1.39783;12.83
19520329;43.56690;1.39783;14.14
19520330;43.56690;1.39783;16.16
19520331;43.56690;1.39783;18.18
19520401;43.56690;1.39783;17.82
19520402;43.56690;1.39783;17.77
19520403;43.56690;1.39783;16.39
19520404;43.56690;1.39783;16.34
19520405;43.56690;1.39783;13.57
19520406;43.56690;1.39783;14.14
19520407;43.56690;1.39783;15.31
19520408;43.56690;1.39783;15.33
19520409;43.56690;1.39783;15.27
19520410;43.56690;1.39783;12.92
19520411;43.56690;1.39783;16.23
19520412;43.56690;1.39783;17.82
19520413;43.56690;1.39783;15.88
19520414;43.56690;1.39783;15.72
19520415;43.56690;1.39783;15.16
19520416;43.56690;1.39783;14.57
19520417;43.56690;1.39783;11.48
19520418;43.56690;1.39783;8.57
19520419;43.56690;1.39783;8.52
19520420;43.56690;1.39783;9.86
19520421;43.56690;1.39783;10.50
19520422;43.56690;1.39783;11.55
19520423;43.56690;1.39783;13.20
19520424;43.56690;1.39783;16.11
19520425;43.56690;1.39783;16.77
19520426;43.56690;1.39783;17.97
19520427;43.56690;1.39783;19.12
19520428;43.56690;1.39783;19.58
19520429;43.56690;1.39783;20.05
19520430;43.56690;1.39783;20.33
19520501;43.56690;1.39783;16.99
19520502;43.56690;1.39783;17.85
19520503;43.56690;1.39783;17.27
19520504;43.56690;1.39783;15.36
19520505;43.56690;1.39783;13.08
19520506;43.56690;1.39783;14.95
19520507;43.56690;1.39783;14.58
19520508;43.56690;1.39783;16.05
19520509;43.56690;1.39783;16.61
19520510;43.56690;1.39783;17.03
19520511;43.56690;1.39783;13.15
19520512;43.56690;1.39783;11.50
19520513;43.56690;1.39783;11.23
19520514;43.56690;1.39783;11.19
19520515;43.56690;1.39783;12.92
19520516;43.56690;1.39783;14.22
19520517;43.56690;1.39783;18.37
19520518;43.56690;1.39783;19.54
19520519;43.56690;1.39783;20.28
19520520;43.56690;1.39783;16.06
19520521;43.56690;1.39783;17.20
19520522;43.56690;1.39783;17.87
19520523;43.56690;1.39783;19.52
19520524;43.56690;1.39783;20.59
19520525;43.56690;1.39783;18.48
19520526;43.56690;1.39783;15.32
19520527;43.56690;1.39783;15.40
19520528;43.56690;1.39783;18.19
19520529;43.56690;1.39783;23.93
19520530;43.56690;1.39783;19.60
19520531;43.56690;1.39783;20.35
19520601;43.56690;1.39783;16.16
19520602;43.56690;1.39783;14.44
19520603;43.56690;1.39783;15.80
19520604;43.56690;1.39783;14.09
19520605;43.56690;1.39783;15.81
19520606;43.56690;1.39783;14.87
19520607;43.56690;1.39783;13.61
19520608;43.56690;1.39783;14.44
19520609;43.56690;1.39783;15.58
19520610;43.56690;1.39783;18.72
19520611;43.56690;1.39783;19.78
19520612;43.56690;1.39783;22.02
19520613;43.56690;1.39783;24.10
19520614;43.56690;1.39783;22.03
19520615;43.56690;1.39783;20.38
19520616;43.56690;1.39783;20.73
19520617;43.56690;1.39783;16.40
19520618;43.56690;1.39783;18.01
19520619;43.56690;1.39783;20.38
19520620;43.56690;1.39783;22.09
19520621;43.56690;1.39783;20.68
19520622;43.56690;1.39783;20.89
19520623;43.56690;1.39783;23.01
19520624;43.56690;1.39783;17.35
19520625;43.56690;1.39783;19.18
19520626;43.56690;1.39783;21.27
19520627;43.56690;1.39783;24.84
19520628;43.56690;1.39783;27.10
19520629;43.56690;1.39783;26.85
19520630;43.56690;1.39783;22.42
19520701;43.56690;1.39783;22.36
19520702;43.56690;1.39783;22.97
19520703;43.56690;1.39783;23.74
19520704;43.56690;1.39783;25.46
19520705;43.56690;1.39783;25.39
19520706;43.56690;1.39783;28.19
19520707;43.56690;1.39783;25.74
19520708;43.56690;1.39783;24.18
19520709;43.56690;1.39783;25.62
19520710;43.56690;1.39783;24.81
19520711;43.56690;1.39783;26.77
19520712;43.56690;1.39783;26.03
19520713;43.56690;1.39783;25.88
19520714;43.56690;1.39783;27.02
19520715;43.56690;1.39783;26.37
19520716;43.56690;1.39783;24.82
19520717;43.56690;1.39783;23.46
19520718;43.56690;1.39783;22.58
19520719;43.56690;1.39783;24.19
19520720;43.56690;1.39783;20.06
19520721;43.56690;1.39783;19.15
19520722;43.56690;1.39783;17.46
19520723;43.56690;1.39783;19.81
19520724;43.56690;1.39783;18.22
19520725;43.56690;1.39783;18.07
19520726;43.56690;1.39783;17.73
19520727;43.56690;1.39783;17.93
19520728;43.56690;1.39783;21.40
19520729;43.56690;1.39783;21.12
19520730;43.56690;1.39783;23.05
19520731;43.56690;1.39783;23.89
19520801;43.56690;1.39783;26.24
19520802;43.56690;1.39783;25.13
19520803;43.56690;1.39783;26.27
19520804;43.56690;1.39783;26.75
19520805;43.56690;1.39783;24.63
19520806;43.56690;1.39783;24.15
19520807;43.56690;1.39783;22.71
19520808;43.56690;1.39783;22.62
19520809;43.56690;1.39783;24.54
19520810;43.56690;1.39783;25.66
19520811;43.56690;1.39783;24.13
19520812;43.56690;1.39783;21.85
19520813;43.56690;1.39783;22.48
19520814;43.56690;1.39783;22.38
19520815;43.56690;1.39783;23.88
19520816;43.56690;1.39783;25.67
19520817;43.56690;1.39783;24.17
19520818;43.56690;1.39783;24.82
19520819;43.56690;1.39783;26.68
19520820;43.56690;1.39783;27.06
19520821;43.56690;1.39783;27.86
19520822;43.56690;1.39783;23.02
19520823;43.56690;1.39783;22.16
19520824;43.56690;1.39783;21.69
19520825;43.56690;1.39783;21.60
19520826;43.56690;1.39783;21.31
19520827;43.56690;1.39783;19.58
19520828;43.56690;1.39783;19.48
19520829;43.56690;1.39783;19.84
19520830;43.56690;1.39783;22.67
19520831;43.56690;1.39783;25.42
19520901;43.56690;1.39783;20.31
19520902;43.56690;1.39783;19.00
19520903;43.56690;1.39783;21.69
19520904;43.56690;1.39783;23.99
19520905;43.56690;1.39783;21.56
19520906;43.56690;1.39783;19.10
19520907;43.56690;1.39783;20.02
19520908;43.56690;1.39783;21.09
19520909;43.56690;1.39783;19.17
19520910;43.56690;1.39783;18.26
19520911;43.56690;1.39783;18.26
19520912;43.56690;1.39783;19.40
19520913;43.56690;1.39783;19.64
19520914;43.56690;1.39783;20.09
19520915;43.56690;1.39783;21.46
19520916;43.56690;1.39783;20.90
19520917;43.56690;1.39783;17.29
19520918;43.56690;1.39783;16.89
19520919;43.56690;1.39783;19.83
19520920;43.56690;1.39783;21.53
19520921;43.56690;1.39783;22.99
19520922;43.56690;1.39783;22.39
19520923;43.56690;1.39783;19.79
19520924;43.56690;1.39783;20.31
19520925;43.56690;1.39783;19.16
19520926;43.56690;1.39783;16.32
19520927;43.56690;1.39783;14.54
19520928;43.56690;1.39783;15.96
19520929;43.56690;1.39783;22.42
19520930;43.56690;1.39783;23.76
19521001;43.56690;1.39783;22.39
19521002;43.56690;1.39783;20.97
19521003;43.56690;1.39783;19.33
19521004;43.56690;1.39783;20.10
19521005;43.56690;1.39783;18.23
19521006;43.56690;1.39783;18.42
19521007;43.56690;1.39783;19.74
19521008;43.56690;1.39783;20.68
19521009;43.56690;1.39783;16.71
19521010;43.56690;1.39783;14.42
19521011;43.56690;1.39783;14.99
19521012;43.56690;1.39783;13.73
19521013;43.56690;1.39783;16.07
19521014;43.56690;1.39783;16.53
19521015;43.56690;1.39783;15.32
19521016;43.56690;1.39783;14.13
19521017;43.56690;1.39783;11.91
19521018;43.56690;1.39783;11.91
19521019;43.56690;1.39783;10.18
19521020;43.56690;1.39783;12.16
19521021;43.56690;1.39783;15.32
19521022;43.56690;1.39783;14.68
19521023;43.56690;1.39783;13.68
19521024;43.56690;1.39783;13.84
19521025;43.56690;1.39783;11.33
19521026;43.56690;1.39783;10.68
19521027;43.56690;1.39783;8.68
19521028;43.56690;1.39783;8.98
19521029;43.56690;1.39783;7.48
19521030;43.56690;1.39783;8.75
19521031;43.56690;1.39783;8.54
19521101;43.56690;1.39783;8.69
19521102;43.56690;1.39783;11.39
19521103;43.56690;1.39783;11.90
19521104;43.56690;1.39783;11.73
19521105;43.56690;1.39783;10.48
19521106;43.56690;1.39783;11.15
19521107;43.56690;1.39783;14.24
19521108;43.56690;1.39783;13.65
19521109;43.56690;1.39783;13.80
19521110;43.56690;1.39783;11.95
19521111;43.56690;1.39783;12.49
19521112;43.56690;1.39783;13.29
19521113;43.56690;1.39783;12.23
19521114;43.56690;1.39783;11.21
19521115;43.56690;1.39783;6.88
19521116;43.56690;1.39783;2.51
19521117;43.56690;1.39783;3.58
19521118;43.56690;1.39783;4.64
19521119;43.56690;1.39783;5.14
19521120;43.56690;1.39783;4.41
19521121;43.56690;1.39783;5.40
19521122;43.56690;1.39783;6.17
19521123;43.56690;1.39783;8.67
19521124;43.56690;1.39783;9.33
19521125;43.56690;1.39783;6.99
19521126;43.56690;1.39783;7.25
19521127;43.56690;1.39783;6.91
19521128;43.56690;1.39783;6.79
19521129;43.56690;1.39783;4.72
19521130;43.56690;1.39783;-0.59
19521201;43.56690;1.39783;-0.96
19521202;43.56690;1.39783;-1.26
19521203;43.56690;1.39783;5.41
19521204;43.56690;1.39783;7.34
19521205;43.56690;1.39783;8.14
19521206;43.56690;1.39783;2.45
19521207;43.56690;1.39783;2.51
19521208;43.56690;1.39783;11.49
19521209;43.56690;1.39783;7.12
19521210;43.56690;1.39783;5.93
19521211;43.56690;1.39783;1.45
19521212;43.56690;1.39783;0.81
19521213;43.56690;1.39783;6.35
19521214;43.56690;1.39783;7.62
19521215;43.56690;1.39783;8.75
19521216;43.56690;1.39783;6.45
19521217;43.56690;1.39783;4.62
19521218;43.56690;1.39783;3.00
19521219;43.56690;1.39783;9.53
19521220;43.56690;1.39783;7.35
19521221;43.56690;1.39783;5.95
19521222;43.56690;1.39783;5.92
19521223;43.56690;1.39783;7.88
19521224;43.56690;1.39783;6.61
19521225;43.56690;1.39783;6.27
19521226;43.56690;1.39783;6.55
19521227;43.56690;1.39783;4.07
19521228;43.56690;1.39783;1.42
19521229;43.56690;1.39783;2.14
19521230;43.56690;1.39783;5.35
19521231;43.56690;1.39783;4.05
19530101;43.56690;1.39783;2.68
19530102;43.56690;1.39783;-0.23
19530103;43.56690;1.39783;-1.22
19530104;43.56690;1.39783;2.62
19530105;43.56690;1.39783;4.94
19530106;43.56690;1.39783;7.44
19530107;43.56690;1.39783;9.08
19530108;43.56690;1.39783;5.78
19530109;43.56690;1.39783;4.36
19530110;43.56690;1.39783;7.03
19530111;43.56690;1.39783;6.32
19530112;43.56690;1.39783;2.03
19530113;43.56690;1.39783;0.15
19530114;43.56690;1.39783;-0.68
19530115;43.56690;1.39783;-0.38
19530116;43.56690;1.39783;-0.97
19530117;43.56690;1.39783;-0.81
19530118;43.56690;1.39783;-1.17
19530119;43.56690;1.39783;0.82
19530120;43.56690;1.39783;0.54
19530121;43.56690;1.39783;0.56
19530122;43.56690;1.39783;1.83
19530123;43.56690;1.39783;2.56
19530124;43.56690;1.39783;6.14
19530125;43.56690;1.39783;5.31
19530126;43.56690;1.39783;5.01
19530127;43.56690;1.39783;5.10
19530128;43.56690;1.39783;8.15
19530129;43.56690;1.39783;5.01
19530130;43.56690;1.39783;4.32
19530131;43.56690;1.39783;5.36
19530201;43.56690;1.39783;6.04
19530202;43.56690;1.39783;6.94
19530203;43.56690;1.39783;7.72
19530204;43.56690;1.39783;8.36
19530205;43.56690;1.39783;7.98
19530206;43.56690;1.39783;5.77
19530207;43.56690;1.39783;2.69
19530208;43.56690;1.39783;1.81
19530209;43.56690;1.39783;1.73
19530210;43.56690;1.39783;2.94
19530211;43.56690;1.39783;0.53
19530212;43.56690;1.39783;1.07
